site_id,site_name,commissioned_date,province,district,latitude,longitude,array_size_kwp,panel_type,notes,created_at,updated_at
SI173,SI0173,20.07.21,Siem Reap,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.4 kW,31.10.25 03:26,31.10.25 03:26
SI175,SI0175P,11.08.20,Siem Reap,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 2.7 kW,31.10.25 03:26,31.10.25 03:26
SI178,SI0178P,09.09.24,Siem Reap,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.8 kW,31.10.25 03:26,31.10.25 03:26
SI200,SI0200,24.11.23,Siem Reap,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.9 kW,31.10.25 03:26,31.10.25 03:26
SI201,SI0201P,01.12.23,Siem Reap,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.4 kW,31.10.25 03:26,31.10.25 03:26
SI203,SI0203RD,02.12.23,Siem Reap,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.0 kW,31.10.25 03:26,31.10.25 03:26
SI204,SI0204P,21.05.23,Siem Reap,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.1 kW,31.10.25 03:26,31.10.25 03:26
SI205,SI0205R6,19.05.23,Siem Reap,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.1 kW,31.10.25 03:26,31.10.25 03:26
SI206,SI0206P,20.05.23,Siem Reap,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.1 kW,31.10.25 03:26,31.10.25 03:26
SI207,SI0207P,23.11.23,Siem Reap,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.5 kW,31.10.25 03:26,31.10.25 03:26
SI208,SI0208P,15.05.23,Siem Reap,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.7 kW,31.10.25 03:26,31.10.25 03:26
SI209,SI0209P,08.05.23,Siem Reap,,,,4.02,670W MH-670W,PO: PON2023300538 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.8 kW,31.10.25 03:26,31.10.25 03:26
SI210,SI0210RD,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.4 kW,31.10.25 03:26,31.10.25 03:26
SI211,SI0211P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.3 kW,31.10.25 03:26,31.10.25 03:26
SI212,SI0212P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 1.7 kW,31.10.25 03:26,31.10.25 03:26
SI213,SI0213P,29.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 1.7 kW,31.10.25 03:26,31.10.25 03:26
SI215,SI0215P,02.06.21,Siem Reap,,,,7.2,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 2.8 kW,31.10.25 03:26,31.10.25 03:26
SI216,SI0216P,29.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 1.9 kW,31.10.25 03:26,31.10.25 03:26
SI217,SI0217P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.3 kW,31.10.25 03:26,31.10.25 03:26
SI218,SI0218P,24.05.23,Siem Reap,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.5 kW,31.10.25 03:26,31.10.25 03:26
SI219,SI0219P,29.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.4 kW,31.10.25 03:26,31.10.25 03:26
SI220,SI0220R6,31.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.1 kW,31.10.25 03:26,31.10.25 03:26
SI221,SI0221P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.4 kW,31.10.25 03:26,31.10.25 03:26
SI222,SI0222P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.4 kW,31.10.25 03:26,31.10.25 03:26
SI223,SI0223P,08.06.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 1.9 kW,31.10.25 03:26,31.10.25 03:26
SI224,SI0224P,14.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.3 kW,31.10.25 03:26,31.10.25 03:26
SI225,SI0225P,14.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.9 kW,31.10.25 03:26,31.10.25 03:26
SI226,SI0226P,14.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.0 kW,31.10.25 03:26,31.10.25 03:26
SI227,SI0227P,29.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.3 kW,31.10.25 03:26,31.10.25 03:26
SI228,SI0228P,11.06.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.7 kW,31.10.25 03:26,31.10.25 03:26
SI229,SI0229P,13.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 1.7 kW,31.10.25 03:26,31.10.25 03:26
SI230,SI0230P,15.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 1.7 kW,31.10.25 03:26,31.10.25 03:26
SI231,SI0231P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.8 kW,31.10.25 03:26,31.10.25 03:26
SI232,SI0232P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.9 kW,31.10.25 03:26,31.10.25 03:26
SI233,SI0233P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 1.9 kW,31.10.25 03:26,31.10.25 03:26
SI234,SI0234P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.0 kW,31.10.25 03:26,31.10.25 03:26
SI235,SI0235P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.1 kW,31.10.25 03:26,31.10.25 03:26
SI236,SI0236P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.5 kW,31.10.25 03:26,31.10.25 03:26
SI237,SI0237P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.0 kW,31.10.25 03:26,31.10.25 03:26
SI238,SI0238P,29.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.9 kW,31.10.25 03:26,31.10.25 03:26
SI239,SI0239P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.6 kW,31.10.25 03:26,31.10.25 03:26
SI240,SI0240P,08.07.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 1.8 kW,31.10.25 03:26,31.10.25 03:26
SI241,SI0241P,29.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 5.4 kW,31.10.25 03:26,31.10.25 03:26
SI242,SI0242P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.7 kW,31.10.25 03:26,31.10.25 03:26
SI243,SI0243P,29.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.0 kW,31.10.25 03:26,31.10.25 03:26
SI245,SI0245P,09.07.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.9 kW,31.10.25 03:26,31.10.25 03:26
SI246,SI0246P,28.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.7 kW,31.10.25 03:26,31.10.25 03:26
SI248,SI0248P,15.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.1 kW,31.10.25 03:26,31.10.25 03:26
SI249,SI0249P,16.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.5 kW,31.10.25 03:26,31.10.25 03:26
SI250,SI0250P,16.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.7 kW,31.10.25 03:26,31.10.25 03:26
SI251,SI0251P,18.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.1 kW,31.10.25 03:26,31.10.25 03:26
SI252,SI0252P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.1 kW,31.10.25 03:26,31.10.25 03:26
SI253,SI0253P,18.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.2 kW,31.10.25 03:26,31.10.25 03:26
SI254,SI0254P,21.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.4 kW,31.10.25 03:26,31.10.25 03:26
SI255,SI0255P,16.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.3 kW,31.10.25 03:26,31.10.25 03:26
SI256,SI0256RD,08.06.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.6 kW,31.10.25 03:26,31.10.25 03:26
SI257,SI0257RD,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 5.0 kW,31.10.25 03:26,31.10.25 03:26
SI258,SI0258P,30.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.9 kW,31.10.25 03:26,31.10.25 03:26
SI259,SI0259P,18.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 1.9 kW,31.10.25 03:26,31.10.25 03:26
SI260,SI0260P,19.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.4 kW,31.10.25 03:26,31.10.25 03:26
SI261,SI0261P,24.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 5.0 kW,31.10.25 03:26,31.10.25 03:26
SI262,SI0262P,18.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.6 kW,31.10.25 03:26,31.10.25 03:26
SI263,SI0263P,16.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.7 kW,31.10.25 03:26,31.10.25 03:26
SI264,SI0264P,16.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.2 kW,31.10.25 03:26,31.10.25 03:26
SI265,SI0265R6,17.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.1 kW,31.10.25 03:26,31.10.25 03:26
SI266,SI0266P,17.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.8 kW,31.10.25 03:26,31.10.25 03:26
SI267,SI0267P,13.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.3 kW,31.10.25 03:26,31.10.25 03:26
SI268,SI0268R6,13.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.7 kW,31.10.25 03:26,31.10.25 03:26
SI269,SI0269P,17.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.2 kW,31.10.25 03:26,31.10.25 03:26
SI270,SI0270P,17.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.1 kW,31.10.25 03:26,31.10.25 03:26
SI271,SI0271,31.05.21,Siem Reap,,,,3.6,450W JKM-450M,PO: PON2020303360 | Project: Solar 2021-115 New Site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.7 kW,31.10.25 03:26,31.10.25 03:26
SI274,SI0274P,22.05.23,Siem Reap,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.5 kW,31.10.25 03:26,31.10.25 03:26
SI275,SI0275P,01.12.23,Siem Reap,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.4 kW,31.10.25 03:26,31.10.25 03:26
SI276,SI0276P,16.05.23,Siem Reap,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.5 kW,31.10.25 03:26,31.10.25 03:26
SI277,SI0277P,23.05.23,Siem Reap,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.5 kW,31.10.25 03:26,31.10.25 03:26
SI278,SI0278P,29.04.23,Siem Reap,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.3 kW,31.10.25 03:26,31.10.25 03:26
SI279,SI0279P,10.09.24,Siem Reap,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.7 kW,31.10.25 03:26,31.10.25 03:26
SR015,SR0015P,09.09.21,Svay Rieng,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.4 kW,31.10.25 03:26,31.10.25 03:26
SR017,SR0017P,30.08.21,Svay Rieng,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.5 kW,31.10.25 03:26,31.10.25 03:26
SR021,SR0021P,22.08.20,Svay Rieng,,,,3.48,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 4.6 kW,31.10.25 03:26,31.10.25 03:26
SR024,SR0024P,16.10.22,Svay Rieng,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.1 kW,31.10.25 03:26,31.10.25 03:26
SR026,SR0026,30.08.24,Svay Rieng,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.4 kW,31.10.25 03:26,31.10.25 03:26
SR031,SR0031P,16.11.23,Svay Rieng,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.2 kW,31.10.25 03:26,31.10.25 03:26
SR032,SR0032P,18.10.22,Svay Rieng,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.5 kW,31.10.25 03:26,31.10.25 03:26
SR033,SR0033P,09.09.21,Svay Rieng,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 7.1 kW,31.10.25 03:26,31.10.25 03:26
SR035,SR0035P,31.08.21,Svay Rieng,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.6 kW,31.10.25 03:26,31.10.25 03:26
SR036,SR0036P,28.08.24,Svay Rieng,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.5 kW,31.10.25 03:26,31.10.25 03:26
SR042,SR0042R1,16.11.23,Svay Rieng,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 7.9 kW,31.10.25 03:26,31.10.25 03:26
SR043,SR0043P,18.10.22,Svay Rieng,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 5.1 kW,31.10.25 03:26,31.10.25 03:26
SR044,SR0044R1,,Svay Rieng,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.1 kW,31.10.25 03:26,31.10.25 03:26
SR046,SR0046P,31.08.24,Svay Rieng,,,,8.4,700W NB-700W,PO: PON2024300652 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.5 kW,31.10.25 03:26,31.10.25 03:26
SR048,SR0048P,21.08.20,Svay Rieng,,,,4.35,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 3.7 kW,31.10.25 03:26,31.10.25 03:26
SR049,SR0049P,20.08.20,Svay Rieng,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: Grid | Power: Grid+Solar | Avg Load: 2.0 kW,31.10.25 03:26,31.10.25 03:26
SR050,SR0050R1,29.08.21,Svay Rieng,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.9 kW,31.10.25 03:26,31.10.25 03:26
SR051,SR0051R1,,Svay Rieng,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 4.3 kW,31.10.25 03:26,31.10.25 03:26
SR052,SR0052P,,Svay Rieng,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 3.6 kW,31.10.25 03:26,31.10.25 03:26
SR055,SR0055P,,Svay Rieng,,,,1.5,250W REC250PE,Project: Pilot site | Grid: Grid | Power: Grid+Solar | Avg Load: 2.4 kW,31.10.25 03:26,31.10.25 03:26
SR057,SR0057P,10.08.21,Svay Rieng,,,,3.54,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.9 kW,31.10.25 03:26,31.10.25 03:26
SR058,SR0058P,21.08.20,Svay Rieng,,,,2.61,435W JKM-435M,PO: PON2020301281 | Project: Solar 2020-Phase 2 | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 2.5 kW,31.10.25 03:26,31.10.25 03:26
SR063,SR0063P,30.08.21,Svay Rieng,,,,3.54,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.7 kW,31.10.25 03:26,31.10.25 03:26
SR064,SR0064R1,05.09.21,Svay Rieng,,,,3.54,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 6.9 kW,31.10.25 03:26,31.10.25 03:26
SR065,SR0065,02.09.24,Svay Rieng,,,,4.2,700W NB-700W,PO: PON2024300476 | Project: Solar 2024-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 4.1 kW,31.10.25 03:26,31.10.25 03:26
SR067,SR0067R1,29.08.21,Svay Rieng,,,,4.72,590W 78MH590W,PO: PON2021300935 | Project: Solar 2021-500 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.9 kW,31.10.25 03:26,31.10.25 03:26
SR078,SR0078P,21.04.23,Svay Rieng,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.8 kW,31.10.25 03:26,31.10.25 03:26
SR079,SR0079P,01.06.22,Svay Rieng,,,,3.9,650W MH-650W,PO: PON2022300393 | Project: Solar 2022-150 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.0 kW,31.10.25 03:26,31.10.25 03:26
SR081,SR0081P,18.11.23,Svay Rieng,,,,3.99,665W MH-665W,PO: PON2023301522 | Project: Solar 2023-100 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.6 kW,31.10.25 03:26,31.10.25 03:26
SR082,SR0082P,25.04.23,Svay Rieng,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 3.8 kW,31.10.25 03:26,31.10.25 03:26
SR083,SR0083P,24.04.23,Svay Rieng,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.3 kW,31.10.25 03:26,31.10.25 03:26
SR084,SR0084P,15.10.22,Svay Rieng,,,,3.99,665W MH-665W,PO: PON2022301849 | Project: Solar 2022-92 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.8 kW,31.10.25 03:26,31.10.25 03:26
SR085,SR0085P,25.04.23,Svay Rieng,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.6 kW,31.10.25 03:26,31.10.25 03:26
SR086,SR0086P,11.06.22,Svay Rieng,,,,3.9,650W MH-650W,PO: PON2022300393 | Project: Solar 2022-150 Sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.5 kW,31.10.25 03:26,31.10.25 03:26
SR087,SR0087P,04.05.23,Svay Rieng,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 1.9 kW,31.10.25 03:26,31.10.25 03:26
SR088,SR0088P,26.04.23,Svay Rieng,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.3 kW,31.10.25 03:26,31.10.25 03:26
SR089,SR0089P,22.04.23,Svay Rieng,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.0 kW,31.10.25 03:26,31.10.25 03:26
SR090,SR0090P,11.11.23,Svay Rieng,,,,6.7,670W MH-670W,PO: PON2023301434 | Project: Solar 2023-71 sites to offgrid | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 5.9 kW,31.10.25 03:26,31.10.25 03:26
SR091,SR0091P,12.11.23,Svay Rieng,,,,6.7,670W MH-670W,PO: PON2023301434 | Project: Solar 2023-71 sites to offgrid | Grid: No Grid | Power: PowerCube+Solar | Avg Load: 4.4 kW,31.10.25 03:26,31.10.25 03:26
SR092,SR0092P,23.04.23,Svay Rieng,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.7 kW,31.10.25 03:26,31.10.25 03:26
SR093,SR0093P,23.04.23,Svay Rieng,,,,4.02,670W MH-670W,PO: PON2023300539 | Project: Solar 2023-150 sites | Grid: Grid | Power: Grid+Solar | Avg Load: 2.9 kW,31.10.25 03:26,31.10.25 03:26
